,comment,title,date,name,stars
5756,"Ogni volta che torno a NY, una passeggiata a Central Park non manca mai. Il periodo migliore é settembre e maggio.",Incantevole, 29 agosto 2016,Apple B,5.0
5757,"Arrivati con il sole ancora alto, ci siamo trovati queste lapidi davanti e a stento riuscivamo a capire quante ne erano. Molto bello per chi ama scattare foto",Fotonica, 24 giugno 2019,Ernesto Sebastio,5.0
5758,"Visitato il parco in 2 orette con la bicicletta..bellissimo! Zone dove mangiare,fare sport,passeggiare...",Fantastico, 15 aprile 2018,Chiara N,5.0
5759,"Si respira già un' aria diversa appena scesi dalla macchina. Costeggiando quei resti di muro che un tempo dividevano una città, uno stato, 2 potenze economiche e militari, ma anche famiglie, amici. Tutta la zona è tenuta davvero molto bene, con dedizione anche ai minimi particolari, spiegati in maniera chiara e semplice per poter capire poi tutto il seguito. All'interno del museo tantissime foto, video, testimonianze, oggetti dell'epoca. Praticamente anche uno che prima di entrare in questa struttura non conosceva nulla su questo periodo alla fine del tour ha ben chiaro tutte le date, i momenti cruciali, i personaggi . Sono","FATTO BENE, BEN TENUTO... PER RICORDARE LA STORIA DI QUESTA CITTA'.", 16 febbraio 2019,Marco S,5.0
5760,"Una passeggiata rilassante lungo i navigli (io preferisco il Naviglio Grande e la Darsena), tra giovani, famiglie, scorci caratteristici e tanti locali di tutti i tipi. ",Bella passeggiata, 22 maggio 2017,Mariagrazia Z,4.0
5761,Da non perdere assolutamenteAbbiamo citrato le bici poco lontano dall ingresso sulla 6th evenue a prezzo conveniente per quattro ore.Una città nella città Ricca di attrazioni e divertimento soprattutto per i bambini ,Un giro in bici, 11 settembre 2017,lello1967,5.0
5762,"Abbiamo scoperto questo il nostro ultimo giorno ma è straordinario ma basta prendere un drink con gli amici, andare a cena o fuori. Gente ovunque, i bar e i ristoranti con una vasta gamma di prezzi per tutti",Ottimo, 26 aprile 2013,Mostafa B,5.0
5763,"Grandissimo, curatissimo, con la neve e la grande pista da pattinaggio è poi ancora più suggestivo. Bellissimi i caratteristici ponticelli visti in tanti film",Come nei film, 30 dicembre 2017,Gabry748,4.0
5764,"Premesso che vi ci vogliono  2/3 ore per visitarla degnamente e con audioguida in italiano sul vostro smartphone, è forse una delle mostre a pannelli e foto che più vi toccherà nel profondo dell'animo. Perfetta da fare  se fuori fa brutto e freddo. L'ingresso è libero con eventuale offerta all'uscita. Potete saltare eventualmente charlie point ma non questa. ",Non saltatela! , 28 gennaio 2020,Marco L,5.0
5765,"Ho fatto mezza giornata con la bici e poi ci sono tornato a piedi ed è meglio farlo passeggiando limitandosi alla metà parte a sud. Con la bici sei limitato ad un percorso che non passa per i punti di interesse principali, per i quali devi scendere e portare la bici a piedi. Vari spunti per passare la giornata e una vera delizia per gli appassionati di cinema, per i quali però consiglierei una guida.",Scoiattoli ovunque, 9 luglio 2017,Simone D,5.0
5766,"Cosa può essere più rappresentativo di Milano se non il suo Duomo? La chiesa dedicata a Santa Maria Nascente è il simbolo della città, una delle prime cose da vedere appena si mette piede a Milano.Il Duomo è un capolavoro costruito nell'arco di ben 546 anni, dal 1386 all 1932, ma vi consiglio di leggere l'intera storia. ",Che splendore! , 22 giugno 2019,Denise Oliveira Rocha,5.0
5767,"Abbiamo visitato la cupola prenotandola online 1 mese prima del nostro viaggio. Siamo stati felici in quanto quando eravamo là c'erano colonne lunghissime per quelli che non avevano il biglietto. Visita molto interessante, la cupola uno spettacolo e la vista unica su tutta BerlinoDa non perdere",Ne vale la pena, 29 maggio 2019,ely-ely-ely-100,5.0
5768,"L'area è stata riqualificata in occasione di EXPO ed è stata molto valorizzata come luogo di attrazione turistica per Milano.Vale la pena passarci la serata, ci sono molti locali per aperitivi. happy hour e cena.",Da vedere dopo EXPO, 26 agosto 2016,Tonyoflove,4.0
5769,"Varrebbe la pena far conoscere di più questo posto che ho avuto possibilità di scoprire solo grazie a dei volontari perchè sebbene sia una delle poche attrattive uniche di Milano gli orari di vista non sono dei più comodi perchè credo che sia una chiasa ""in uso"".",Varrebbe al pena, 3 aprile 2017,PastaMi,4.0
5770,"Non si può andare a Berlino senza aver visto il simbolo della città e della Germania stessa. Bella imponente che rappresenta l’ingresso della città! Costruita 1791 venne quasi completamente distrutta durante la seconda guerra mondiale. Infatti la quadringa posta in cima è una copia dell’originale. La piazza è brulicante di persone che suonano, altre che manifestano x un idea, biciclette x il giro della città e turisti. Sensazioni bellissime perché si respira libertà! ",Sensazioni di libertà, 28 aprile 2019,MissChain,5.0
5771,"Cuore verde di NY rigorosamente pulito e manutenuto...gli scoiattoli che lo abitano sono davvero tanti e abituati al contatto con i visitatori. Vi abbiamo passeggiato con la leggera coltre nevosa di inizio gennaio...che dire, atmosfera magica... torneremo sicuramente ad ammirare il parco in un altro periodo dell' anno.",Con la neve è WOW!!! , 8 gennaio 2018,Angela L,5.0
5772,"Questo parco e le sue numerose stradine mi hanno davvero emozionato...vedere tutti quegli scoiattoli che ti girano intorno rende l'esperienza ancora più bella, ci si può andare per passeggiare, per staccare dalla metropoli o solo per leggere in pace un buon libro, è veramente il polmone verde della città che la rende magica!",Bellissimo!, 18 aprile 2017,Geniaccio11,5.0
5773,"Molto utile la audioguida gratuita perché se no bisogna leggere bene le descrizioni sulle tavole. Circa un'ora di visita, con parte del muro di Berlino nella parte esterna. Vale la pena di andarci se non si ha presente quanto è successo",Approfondimebto necessario, 28 aprile 2019,feebuux,5.0
5774,"Abbiamo partecipato al giro organizzato per l’ora di merenda da Neiade sul Naviglio Grande e Darsena sul motoscafo Corsaro: organizzazione eccellente gestita con professionalità, cortesia ed efficienza dai due membri dello staff presenti a bordo. Promesse mantenute in tutto e per tutto: ottima cioccolata calda/te accompagnati da biscotti di buona pasticceria, equipaggio di ospiti variegato (compresi bambini) molto ben accomodato a bordo. Lo spettacolo del Naviglio Grande  nel periodo natalizio è unico e affascinante, così come l’arrivo in Darsena con accompagnamento (fortuito ma graditissimo) di fuochi d’artificio e giochi d’acqua. Questo ha reso in parte impraticabile la Darsena e per ovviare a questo piccolo inconveniente il comandante ha deciso di prolungare la navigazione sul Naviglio Pavese fino alla Conchetta: anche qui siamo rimasti tutti a bocca aperta davanti alla chiusa leonardesca vista dall’acqua. Brava Neiade! Bravo equipaggio! Sempre più bella Milano! ",Magico, 29 dicembre 2019,56Tetto,5.0
5775,Non si può andare a Madrid senza visitare il Museo del Prado.Opere d'arte fantastiche e uniche.Grandi emozioni...cosa dire di Goya? In particolare la Maya desnuda mi ha lasciata senza parole...CONSIGLIATISSIMO,TAPPA FONDAMENTALE, 16 maggio 2018,Ale A,5.0
5776,"Consiglio visitare questo Parcho magari nolleggiando una bicicletta come abbiamo fatto noi, e stato bello e divertente .",Bellissimo, 30 giugno 2017,Gianni F,5.0
5777,Luogo rilassante dove puoi tranquillamente staccare dal caos della città utile ripeto per rilassarsi qualche ora prima di ritornare a visitare la città,Dove rilassarsi a NYC, 17 marzo 2022,Stef817,5.0
5778,La magia di New York è contenuta all'interno di questo parco. Il cuore verde di una città vibrante. Prendersi del tempo per sedersi ad ascoltare i suoni di questo luogo spalanca la mente e amplifica i sensi.,Magico, 17 gennaio 2017,pe_3086,5.0
5779,"Non si può andare a NY e non visitarlo. Il parco si trova a Manhattan nell'Uptown. E' molto grande, ci vogliono almeno 3 ore per girarlo tutto, noi abbiamo noleggiato le bici (ingresso sud-ovest) ed è stata un'esperienza fantastica. A mio avviso bisogna organizzarsi con una cartina per visitarlo al meglio, se no si rischia solo di girare a caso e non vedere nulla.Sembra d'essere in un film, non sembra vero che ci possa essere tutto quel verde e quella pace in mezzo ad una città così caotica.",In bici nel parco, 12 febbraio 2016,LuaMe87,5.0
5780,"Forse il più bel museo che abbia mai visto. Luminoso, spazioso, facile da girare opere meravigliose ben posizionate. Ottimo coffe shop. Emozionante. Senza file. Si gira in un paio d'ore con calma  .",Meraviglioso, 20 settembre 2019,teresaspa,5.0
5781,"Un reperto della storia, ridefinito in veste simbolica e ovviamente turistica. È una passeggiata di poco più di un chilometro, nelle vicinanze di uno splendido ponte, che ha una stazione dei treni da un capo e un’altra dall’altro collegate con il centro. ",Interessante , 26 novembre 2018,basurabi,4.0
5782,"Dopo il Colosseo è probabilmente il monumento più bello. Superbo, elegante. Vale un viaggio da qualsiasi parte del mondo.",Una meraviglia. , 21 marzo 2019,dome,5.0
5783,Bello da vedere. bellissima città Milano piena di vita ma troppo caotica  e qualche milanese si da troppo arie....,Fine settimana , 2 novembre 2018,Claudia Lalla,4.0
5784,La chiesa è stata restaurata da poco ed è gestita da personale del Touring disponibilissimo. Assolutamente da non perdere. Gli affreschi della chiesa di scuola leonardesca e il coro con l'organo devono essere assolutamente visitati.,Visita a San Maurizio al Monastero Maggiore, 12 ottobre 2015,carlo839,5.0
5785,"Assolutamente da visitare questa bellissima chiesa che si trova in corso Magenta a Milano, fa parte di un  antico monastero femminile  all'interno del quale è' stato allestito il museo archeologico, La chiesa e"" completamente affrescata, tanto che viene paragonata alla cappella Sistina,  nella parte retrostante e' situato il coro e un bellissimo organo del 1500. Gli affreschi sono stati dipinti per la maggior parte dal Bernardino Luini.  È. Un vero gioiello andate a visitarla.",La cappella si stima di Milano, 5 gennaio 2014,Robertamau,5.0
5786,Una chiesa che incanta gli occhi .. consiglio a tutti quelli che passano da c.so Magenta di entrare . Bravi anche i volontari   che ci hanno fatto conoscere altre meraviglie nascoste di Milano ,Eccellente , 30 gennaio 2020,fabrizia N,5.0
5787,"Passeggiando nel cuore di Milano abbiamo scoperto questo meraviglioso tesoro artistico sconosciuto ai più e spesso fuori dai circuiti turistici, appena varcata la soglia si resta a bocca aperta alla vista di questi bellissimi affreschi recentemente restaurati, la visita può essere accompagnata dai volontari che presidiano questo complesso ed è gratuita",Una gioiello sconosciuto, 14 novembre 2016,46super,5.0
5788,Non conoscevo questa chiesa e non mi aspettavo tutti gli affreschi presenti. Sembra una Cappella Sistina a Milano!,Una bellissima chiesa ricca di opere d'arte., 27 aprile 2017,arfietto51,5.0
5789,"Ogni volta lo trovo incredibile.Uno spazio verde così grande, circondato dai palazzi, dai grattacieli...Lo trovo affascinante.Passeggiare a central park lo trovo rilassante e affascinate.",Incredibile, 8 novembre 2015,ON1TZUKA,5.0
5790,Ottimo per fare foto. Con gli amici è davvero fantastico passeggiare su un viale pieno di ricordi è davvero un monumento da vedere e rivedere assolutamente,Foto tumblr, 22 aprile 2019,Chicca,5.0
5791,"Da qui si può osservare tutto il sistema della costruzione del muro, poi durante tutto il percorso del muro stesso c'è la possibilità di seguire la propria storia attraverso colonnine impiantate nelle aiuole dove ci sono spiegazioni su tutto anno per anno... ",Il muro, 14 aprile 2017,Enzobenz,4.0
5792,"Museo straordinario , ricchissimo di opere di una bellezza e importanza difficile da descrivere. Assolutamente consigliata la visita guidata privata di un paio di ore ( costa circa 100 euro da dividere  ma sono spesi bene) .",Con amici e figli, 4 ottobre 2018,marcellofauri,5.0
5793,"Il ""ma"", che spiegherò più avanti, non si riferisce agli aspetti artistici del Museo, assolutamente da visitare per la bellezza delle opere esposte, alcune davvero imperdibili: Tiziano, Tintoretto, Raffaello, Caravaggio ( purtroppo solo uno) ma soprattutto, secondo me che non ne ero una particolare estimatrice, Goya che visto da vicino acquista un fascino del tutto sconosciuto e provoca un'attrazione emotiva completamente diversa dalla conoscenza delle sue opere da libri, foto, documentari. Molto utile, se non si ha molto tempo, la brochure in entrata che guida verso i più importanti capolavori esposti. Il ""ma"" si riferisce all'organizzazione dell'esposizione, decisamente poco chiara: si fatica  a seguire il filo conduttore indicato dalla brochure, per mancanza di indicazioni chiare alle sale e una disposizione labirintica delle stesse, l'alternativa è camminare liberamente dove ci porta il cuore, ma senza seguire l'ideale percorso cronologico. Anche l'intera organizzazione del museo è apparsa un po' approssimativa in confronto, ad esempio, al Thyssen: bagni introvabili e, nel nostro caso, fuori uso, personale in entrata poco disponibile a dare semplici informazioni, servizio guardaroba poco efficiente. Nota positiva: in tutti i musei di Madrid da noi visitati (oltre al Prado,  Thyssen e Reina Sofia) riduzione per i docenti.","Bellissimo, ma...", 19 gennaio 2018,Brugge88,5.0
5794,"il parco è vasto, movimentato, vario e pieno di gente allegra di ogni età.  molti praticano sport. lo consiglio",piacevole sorpresa, 6 settembre 2019,anna maria c,5.0
5795,Il Duomo di Milano bellissimo ... fare business a tutti i costi anche che creando lunghe code x i controlli... Xché capire che fila prendere... x vedere quello che è un posto di culto...basta file estenuanti le faccio già tutti i giorni anche x andare in chiesa...no,Bello ma..., 15 gennaio 2019,stefano,5.0
