Name,OVR,Stat1_PAC_GK-DIV,Stat2_SHO_GK-HAN,Stat3_PAS_GK-KIC,Stat4_DRI_GK-REF,Stat5_DEF_GK-SPD,Stat6_PHY_GK-POS,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Alternative positions,Age,Nation,League,Team,play style,Height_cm,Weight_kg
Jake Clarke-Salter,72,64,33,53,51,74,75,60,68,28,32,45,25,30,41,43,38,28,68,66,38,43,51,49,64,58,69,72,75,75,74,71,80,71,78,69,CB,3,2,Left,None,26,England,EFL Championship,QPR,Aerial,188.0,70.0
Matías Cóccaro,72,72,72,48,70,40,72,73,72,73,74,74,67,67,75,38,22,57,70,47,39,69,73,69,70,73,65,35,71,44,32,27,82,77,73,63,ST,2,3,Right,None,26,Uruguay,MLS,CF Montréal,Flair,178.0,73.0
Alex Cochrane,72,73,45,66,69,68,67,72,74,65,41,55,41,34,44,58,72,59,69,64,56,67,72,75,66,71,64,64,59,70,71,68,69,81,60,65,LB,3,2,Left,CB,24,England,EFL League One,Birmingham City,"Anticipate, Long Ball Pass",175.0,70.0
Germán Conti,72,55,38,52,48,73,75,54,56,32,37,50,30,32,47,51,32,31,64,63,40,42,45,34,68,53,72,70,74,72,75,73,78,64,80,74,CB,2,2,Right,None,30,Argentina,Sudamericana,Racing Club,None,193.0,81.0
Rodrigo Contreras,72,71,73,61,69,34,79,69,73,75,76,77,63,58,74,66,54,50,66,62,48,70,73,67,67,68,68,36,72,32,25,21,86,77,86,64,ST,2,3,Left,None,28,Argentina,Sudamericana,Everton,None,186.0,88.0
Steve Cook,72,35,34,55,57,73,75,36,34,29,32,46,26,33,42,45,41,32,69,66,44,52,48,55,71,62,68,73,73,73,73,73,72,65,80,76,CB,3,2,Right,None,33,England,EFL Championship,QPR,Long Ball Pass,185.0,82.0
Derek Cornelius,72,68,45,51,57,68,85,63,72,44,27,76,57,47,32,52,34,56,60,51,46,52,61,52,70,60,65,71,78,69,64,62,89,70,91,90,CB,2,2,Left,None,26,Canada,Ligue 1 McDonald's,OM,Power Header,188.0,86.0
Carlos Coronel,72,71,70,73,73,39,71,39,39,10,10,55,9,12,12,56,16,13,47,60,17,17,39,47,70,29,50,21,15,20,15,16,66,41,72,35,GK,3,1,Right,None,27,Paraguay,MLS,Red Bulls,"Cross Claimer, Long Ball Pass",192.0,88.0
Corpas,72,89,66,69,72,36,62,89,89,61,70,68,60,50,74,64,73,69,71,67,65,71,90,69,60,72,60,21,46,50,29,34,69,73,61,47,RM,3,3,Right,"RB, RW",33,Spain,LALIGA HYPERMOTION,SD Eibar,"Flair, Quick Step, Rapid",178.0,72.0
Ayrton Costa,72,71,46,62,64,72,72,73,70,56,42,55,46,41,46,65,62,42,67,59,44,62,71,66,70,63,71,75,65,72,72,74,75,73,69,76,LB,3,3,Left,CB,25,Argentina,1A Pro League,Royal Antwerp FC,"Block, Bruiser, Slide Tackle",179.0,73.0
David Costas,72,73,46,64,68,71,74,69,77,48,42,58,44,38,50,59,64,59,68,65,49,68,66,63,70,70,71,71,72,70,71,70,82,66,78,71,CB,4,3,Right,None,29,Spain,LALIGA HYPERMOTION,R. Oviedo,"Aerial, Intercept, Jockey",181.0,73.0
Charlie Cresswell,72,52,30,50,55,72,74,54,51,24,23,55,23,24,41,33,36,30,68,62,36,51,39,52,69,63,69,69,73,73,73,72,78,65,79,74,CB,3,2,Right,None,22,England,Ligue 1 McDonald's,Toulouse FC,"Aerial, Power Header",191.0,77.0
Luismi Cruz,72,85,61,66,78,48,58,87,83,68,62,60,62,52,55,67,64,70,67,62,72,79,85,91,64,75,78,44,44,47,52,49,64,67,58,45,RM,3,3,Left,"CAM, LM, RW",23,Spain,LALIGA HYPERMOTION,CD Tenerife,None,166.0,62.0
Pau Cubarsí,72,67,25,58,69,74,63,65,69,45,22,32,16,21,36,60,26,25,78,75,22,68,65,62,72,72,69,73,74,74,75,73,73,68,60,63,CB,4,2,Right,None,17,Spain,LALIGA EA SPORTS,FC Barcelona,None,182.0,75.0
Carlos Cuesta,72,76,28,52,62,71,74,76,76,20,21,41,30,33,34,45,28,20,72,63,32,55,71,70,67,66,65,73,72,69,73,69,84,73,74,75,CB,3,2,Right,None,25,Colombia,1A Pro League,KRC Genk,Anticipate,179.0,81.0
Rafael Czichos,72,57,47,59,60,72,77,51,61,43,42,63,51,33,36,47,56,57,64,68,52,57,55,60,67,62,73,71,72,71,74,73,78,67,82,77,CB,3,2,Left,None,34,Germany,MLS,Chicago Fire FC,"Aerial, Anticipate",187.0,86.0
Marco D'Alessandro,72,84,58,68,79,44,43,87,82,61,50,68,62,68,58,60,72,59,74,58,73,78,90,84,65,79,66,31,44,66,36,29,52,65,33,38,LW,3,3,Right,"RW, LM",33,Italy,Serie BKT,Catanzaro,Rapid,173.0,65.0
Nuno da Costa,72,82,69,63,72,27,65,80,83,73,69,75,66,60,69,67,60,52,68,54,52,72,76,76,66,73,64,37,76,15,17,20,85,69,68,49,ST,3,3,Right,None,33,Cape Verde Islands,Trendyol Süper Lig,Kasımpaşa,"Power Header, Quick Step, Technical",184.0,70.0
Zé Pedro,72,64,53,63,61,72,72,63,64,46,49,61,53,45,70,57,50,63,72,69,65,57,60,64,74,64,59,74,70,73,73,67,75,66,74,74,CB,2,2,Right,None,27,Portugal,Liga Portugal,FC Porto,None,187.0,80.0
Riccieli,72,53,33,50,56,73,77,52,53,34,24,55,27,33,48,39,61,33,59,39,36,54,44,49,70,62,62,70,65,76,74,75,80,69,80,79,CB,3,2,Right,None,25,Brazil,Liga Portugal,FC Famalicão,None,184.0,76.0
Diego Lopes,72,71,67,70,74,49,55,70,71,71,67,70,66,61,70,72,67,68,72,70,68,73,79,84,73,73,68,42,55,46,55,51,52,85,34,71,CAM,4,4,Right,LW,30,Brazil,CSL,Qingdao Hainiu,Technical,174.0,64.0
Jesper Daland,72,60,40,52,57,72,76,50,68,37,39,56,31,28,36,43,38,28,67,63,37,52,53,57,69,64,56,71,75,72,73,70,77,72,80,70,CB,2,2,Right,None,24,Norway,EFL Championship,Cardiff City,None,189.0,87.0
Karl Darlow,72,73,70,66,75,58,72,60,54,18,14,50,11,15,19,37,12,16,36,30,19,14,64,64,66,31,53,26,12,17,11,12,67,44,60,13,GK,2,1,Right,None,33,England,EFL Championship,Leeds United,Far Throw,190.0,88.0
Zuriko Davitashvili,72,84,60,67,73,25,59,80,87,69,63,61,52,46,59,70,67,51,70,59,73,74,75,74,65,73,73,19,33,21,27,31,60,71,62,36,LM,3,4,Right,"RM, LW",23,Georgia,Ligue 1 McDonald's,AS Saint-Étienne,Technical,175.0,63.0
Luca de la Torre,72,64,61,72,73,62,62,72,57,70,65,58,53,52,61,70,72,60,75,74,66,72,76,81,67,74,67,64,42,63,66,62,54,89,52,54,CM,4,3,Right,LM,26,United States,LALIGA EA SPORTS,RC Celta,None,177.0,63.0
Artur,72,62,51,64,68,69,77,57,66,61,48,59,49,42,57,64,51,59,70,74,49,66,74,68,70,70,69,66,61,70,71,69,72,76,76,82,CDM,2,3,Right,CM,28,Brazil,MLS,Houston Dynamo,Long Ball Pass,181.0,70.0
Lorenzo De Silvestri,72,63,67,71,68,71,73,59,67,77,66,72,70,58,52,65,76,62,74,68,66,67,65,59,71,70,72,69,76,69,71,71,82,66,77,70,RB,3,2,Right,RM,36,Italy,Serie A Enilive,Bologna,Long Throw,186.0,84.0
Tiago Esgaio,72,70,55,68,71,69,63,71,69,65,49,67,57,45,61,64,71,64,69,71,68,71,66,77,67,72,70,68,60,73,70,67,72,80,51,67,RB,4,3,Right,"LB, CB",29,Portugal,Liga Portugal,Arouca,"Block, Long Throw",175.0,72.0
Daniel,72,73,71,70,76,23,74,24,22,4,7,53,5,7,13,38,13,10,17,23,10,13,34,57,53,19,27,7,10,11,14,14,53,22,58,28,GK,2,1,Right,None,30,Brazil,MLS,SJ Earthquakes,None,188.0,80.0
Alan,72,75,65,69,75,50,45,77,74,68,67,63,64,57,55,74,57,58,74,71,69,74,79,95,67,73,68,56,36,46,54,47,45,73,31,45,CAM,2,3,Right,None,24,Brazil,Liga Portugal,Moreirense FC,None,165.0,57.0
Koni De Winter,72,67,39,57,66,73,71,65,69,48,29,52,44,41,49,42,59,34,66,64,51,66,62,54,73,68,64,71,72,72,75,74,79,66,75,63,CB,3,2,Right,RB,22,Belgium,Serie A Enilive,Genoa,Block,191.0,75.0
Thomas Delaine,72,81,50,69,71,66,71,77,85,70,45,62,51,35,45,70,69,45,72,69,68,72,76,66,70,70,67,66,64,66,67,67,76,74,69,72,LB,5,3,Left,LM,32,France,Ligue 1 McDonald's,Strasbourg,"Rapid, Slide Tackle",180.0,71.0
Hannes Delcroix,72,67,33,61,62,72,70,64,69,36,31,45,26,28,33,51,58,27,73,68,38,55,65,67,69,67,69,73,70,69,75,71,75,64,73,69,CB,2,2,Left,LB,25,Belgium,EFL Championship,Burnley,None,183.0,78.0
Rafael Delgado,72,78,64,69,69,69,81,76,80,73,55,80,68,57,67,72,71,64,66,65,83,69,78,77,68,65,73,69,71,68,70,67,86,80,79,87,LB,3,3,Left,CB,34,Argentina,Sudamericana,Belgrano,"Block, Long Ball Pass, Whipped Pass",178.0,79.0
Olivier Deman,72,66,63,69,71,66,71,73,61,67,61,71,63,60,45,72,72,58,70,63,63,71,76,67,72,72,63,68,68,67,64,66,74,86,63,73,LB,3,3,Left,LM,24,Belgium,Bundesliga,SV Werder Bremen,None,181.0,70.0
Emmanuel Dennis,72,85,71,63,75,41,70,84,85,69,71,80,67,69,56,56,66,62,68,57,62,74,87,78,76,72,67,25,76,38,46,28,90,67,71,68,LM,3,4,Right,"ST, LW",26,Nigeria,Premier League,Nott'm Forest,Technical,175.0,67.0
Andrés Desábato,72,72,69,66,72,20,74,24,15,8,6,50,7,7,15,38,13,13,26,18,14,14,27,44,70,11,52,7,14,5,12,11,51,27,52,31,GK,2,1,Right,None,34,Argentina,Primera División,Platense,1v1 Close Down,183.0,79.0
Cameron Devlin,72,68,55,63,72,68,73,73,64,67,58,52,52,48,46,60,56,53,72,66,50,70,78,89,70,70,73,70,50,69,73,66,65,91,61,80,CDM,3,2,Right,CM,26,Australia,Scottish Prem,Hearts,"Jockey, Press Proven, Relentless, Slide Tackle",171.0,78.0
Gianluca Di Chiara,72,78,54,70,68,64,77,74,81,55,43,73,71,29,34,65,78,72,70,63,79,67,66,63,63,71,68,64,58,64,66,68,77,84,79,62,LB,2,3,Left,None,30,Italy,Serie A Enilive,Parma,Rapid,186.0,78.0
Oumar Diakité,72,79,71,57,70,21,69,77,80,72,72,75,66,66,66,58,58,46,63,44,59,71,68,68,69,70,68,15,70,13,19,12,81,59,74,66,ST,3,2,Right,None,20,Côte d'Ivoire,Ligue 1 McDonald's,Stade de Reims,None,182.0,75.0
Grady Diangana,72,82,62,66,72,27,58,87,78,68,66,55,62,54,50,70,66,49,69,59,59,73,78,79,67,72,54,27,37,26,26,23,62,66,58,48,LM,3,4,Left,"RM, CAM, LW",26,Congo DR,EFL Championship,West Brom,"Flair, Technical",180.0,73.0
Rob Dickie,72,53,44,53,58,73,78,54,53,33,32,65,58,26,49,31,51,35,68,62,27,55,48,50,69,64,64,72,73,72,73,73,80,75,84,68,CB,2,2,Right,None,28,England,EFL Championship,Bristol City,"Aerial, Intercept, Long Ball Pass, Power Header",195.0,74.0
Bamba Dieng,72,79,73,60,70,33,60,80,79,71,71,84,68,74,72,64,62,55,63,47,54,70,67,71,69,71,69,32,70,24,31,27,78,60,66,42,ST,3,3,Right,None,24,Senegal,Ligue 1 McDonald's,Angers SCO,"Acrobatic, Flair, Rapid",178.0,72.0
Kevin Diks,72,74,56,65,68,71,77,76,72,62,55,62,51,54,55,59,65,49,70,67,54,66,74,74,69,69,67,70,69,69,74,72,81,84,75,73,CB,3,2,Right,"RB, LB",27,Holland,3F Superliga,F.C. København,Long Throw,182.0,79.0
Loïs Diony,72,66,73,64,70,26,73,67,66,73,74,76,71,68,69,68,68,48,68,50,57,70,63,72,68,71,70,21,72,18,24,16,81,66,77,68,ST,3,3,Right,None,31,France,Ligue 1 McDonald's,Angers SCO,None,183.0,82.0
Josh Doig,72,79,63,66,70,67,73,75,82,69,62,66,66,58,37,63,72,45,69,63,66,72,69,71,63,70,60,67,67,62,70,70,76,82,69,71,LB,4,3,Left,LM,22,Scotland,Serie BKT,Sassuolo,None,189.0,71.0
Jaume,72,70,72,73,74,58,70,58,58,16,11,55,12,18,25,43,30,13,57,55,25,13,60,59,70,32,56,25,16,20,12,22,70,40,68,21,GK,3,1,Right,None,33,Spain,LALIGA EA SPORTS,Valencia CF,None,185.0,73.0
Jean-Luc Dompé,72,76,70,70,77,38,54,81,72,67,64,80,75,70,57,70,78,77,65,62,82,77,90,89,67,72,73,39,36,31,44,42,56,73,50,42,LW,3,4,Right,LM,29,France,Bundesliga 2,Hamburger SV,"Finesse Shot, First Touch, Flair, Technical, Whipped Pass",170.0,65.0
Aron Dønnum,72,82,62,65,76,52,71,84,80,65,62,67,61,56,58,71,68,66,63,58,71,75,85,82,69,75,68,57,53,55,47,42,76,71,72,68,RM,3,4,Left,"LM, RW",26,Norway,Ligue 1 McDonald's,Toulouse FC,"Flair, Technical",178.0,78.0
Dotor,72,56,61,65,71,66,63,54,58,69,64,57,68,35,44,71,41,54,75,74,58,72,67,68,69,73,66,70,56,64,71,60,59,71,59,63,CM,3,3,Right,"CDM, CAM",23,Spain,LALIGA HYPERMOTION,R. Oviedo,None,180.0,70.0
Guéla Doué,72,71,40,63,70,72,71,68,74,59,30,62,33,41,45,62,62,32,70,63,59,71,65,61,69,72,72,72,69,70,74,71,78,67,76,64,RB,3,3,Right,None,21,Côte d'Ivoire,Ligue 1 McDonald's,Strasbourg,None,187.0,84.0
Ismaël Doukouré,72,66,42,60,64,72,71,62,69,56,33,59,45,38,37,59,45,22,73,68,45,62,56,63,71,69,62,73,69,72,73,73,74,69,75,62,CDM,3,2,Right,"CM, CB",21,France,Ligue 1 McDonald's,Strasbourg,None,183.0,80.0
Ousmane Doumbia,72,72,58,66,71,69,78,71,73,65,57,64,56,41,51,67,65,42,70,67,49,71,74,79,73,68,74,67,61,69,73,71,76,88,75,75,CDM,3,3,Right,CB,32,Côte d'Ivoire,CSSL,FC Lugano,"Anticipate, Long Ball Pass, Relentless, Technical",175.0,70.0
Callum Doyle,72,58,37,66,68,72,75,60,56,43,23,48,50,47,44,65,60,42,72,71,59,69,57,58,69,71,73,72,72,72,73,72,79,70,78,71,CB,3,2,Left,LB,20,England,EFL Championship,Norwich,Long Ball Pass,188.0,85.0
Carel Eiting,72,45,58,79,70,58,61,48,42,63,54,67,60,40,61,78,82,75,81,77,73,68,68,67,69,73,70,67,49,65,50,48,41,81,52,62,CM,4,3,Left,CDM,26,Holland,Eredivisie,FC Twente,"Dead Ball, Incisive Pass, Trivela",178.0,72.0
Hjalmar Ekdal,72,59,33,52,62,72,75,53,64,37,30,43,28,36,28,55,29,26,67,63,28,59,68,55,69,64,72,70,71,72,73,71,77,66,79,74,CB,2,2,Right,None,25,Sweden,EFL Championship,Burnley,None,188.0,76.0
Jurgen Ekkelenkamp,72,65,69,71,72,62,79,69,62,77,68,73,68,64,55,71,66,68,74,70,70,74,69,57,73,72,70,59,66,62,63,65,77,87,77,72,CAM,3,3,Right,"CM, CDM",24,Holland,Serie A Enilive,Udinese,"Incisive Pass, Trivela",188.0,74.0
Jack Elliott,72,49,24,48,52,73,80,50,48,21,21,34,18,24,34,33,21,41,67,71,25,46,37,32,73,63,70,69,70,75,76,71,73,89,79,75,CB,3,2,Right,None,29,England,MLS,Philadelphia,None,198.0,83.0
José Enamorado,72,81,63,66,78,25,45,80,81,52,68,68,57,50,50,71,67,38,70,61,55,79,88,73,69,76,68,21,48,20,27,22,55,66,42,25,LM,3,4,Right,"LW, RM",25,Colombia,Libertadores,Junior,"Technical, Trickster",167.0,58.0
Arne Engels,72,71,64,73,74,63,72,70,72,63,62,74,61,55,60,73,70,68,77,70,73,75,76,75,71,74,66,65,57,62,64,60,69,78,68,76,CM,3,3,Right,CDM,21,Belgium,Scottish Prem,Celtic,None,185.0,78.0
Eom Ji Sung,72,85,64,64,74,36,65,83,87,73,63,64,67,56,61,69,64,63,64,55,64,75,90,76,73,69,61,33,34,38,37,30,61,79,60,59,LM,3,3,Right,LW,22,Korea Republic,EFL Championship,Swansea City,"Finesse Shot, Quick Step, Rapid",178.0,70.0
Martin Erlić,72,55,34,46,53,73,71,42,66,31,29,55,22,33,49,33,31,28,60,58,32,52,34,39,70,56,72,71,74,71,75,73,74,48,80,78,CB,2,2,Right,None,26,Croatia,Serie A Enilive,Bologna,Long Ball Pass,192.0,88.0
Juan Espínola,72,76,73,72,70,40,71,42,36,7,10,54,9,8,25,50,15,23,31,38,29,22,32,62,62,26,40,20,24,21,16,14,67,33,68,35,GK,2,1,Right,None,29,Paraguay,Sudamericana,Belgrano,None,185.0,89.0
Sebastiano Esposito,72,73,73,72,74,35,63,75,71,75,74,75,72,70,69,65,76,84,72,70,75,75,76,70,65,76,64,30,65,24,40,35,75,66,67,45,ST,5,4,Right,CAM,22,Italy,Serie A Enilive,Empoli,"Dead Ball, Finesse Shot, Incisive Pass, Technical, Trivela",183.0,73.0
Nahuel Estévez,72,68,70,74,73,67,67,70,67,65,70,74,67,68,66,71,72,75,76,75,70,72,79,69,68,75,68,67,60,68,70,65,66,78,58,74,CDM,3,3,Right,CM,28,Argentina,Serie A Enilive,Parma,"Anticipate, Flair, Intercept, Long Ball Pass",181.0,77.0
Håkon Evjen,72,86,62,67,75,56,64,89,83,69,62,61,65,57,52,68,69,54,68,63,72,74,92,75,66,74,68,48,39,59,63,55,62,86,55,58,RW,2,4,Left,"CAM, CM, RM",24,Norway,Eliteserien,FK Bodø/Glimt,"Flair, Technical, Trickster",178.0,68.0
Ezkieta,72,71,70,67,75,44,69,41,49,15,12,50,14,15,24,32,16,19,28,27,16,17,42,41,72,19,33,20,17,13,17,15,64,38,66,25,GK,3,1,Right,None,28,Spain,LALIGA HYPERMOTION,R. Racing Club,"Cross Claimer, Far Throw, Footwork",193.0,80.0
Paulo Vítor,72,74,71,70,73,24,70,23,25,8,10,53,15,10,19,45,11,13,19,18,16,13,35,28,64,16,57,19,14,20,12,14,49,26,64,37,GK,3,1,Right,None,35,Brazil,ROSHN Saudi League,Al Okhdood,Cross Claimer,196.0,89.0
Cláudio Falcão,72,66,67,64,68,73,77,67,66,69,63,75,68,58,73,66,60,53,67,69,56,68,69,67,66,68,70,72,75,70,78,65,78,91,70,77,CDM,3,3,Right,"CM, CB",30,Brazil,Liga Portugal,Farense,"Long Ball Pass, Relentless",187.0,79.0
César Falletti,72,86,66,70,77,33,66,84,88,69,62,74,70,61,64,66,68,68,73,70,73,76,86,88,64,76,73,22,47,50,22,21,70,78,66,50,CAM,3,4,Right,ST,31,Uruguay,Serie BKT,Bari,"Finesse Shot, Flair, Incisive Pass, Technical",174.0,65.0
Zinedine Ferhat,72,76,63,70,72,31,62,75,77,69,63,67,60,55,66,70,71,68,70,68,72,72,76,75,65,71,74,24,60,29,30,27,72,75,65,38,RM,4,4,Right,"LM, RW",31,Algeria,Ligue 1 McDonald's,Angers SCO,"Technical, Trivela",180.0,70.0
Gerso,72,90,65,62,75,41,64,89,91,73,63,67,65,67,66,64,65,60,63,53,63,76,90,91,68,68,70,34,48,43,42,39,68,77,58,60,LW,3,4,Left,"RW, ST, LM",33,Guinea-Bissau,K League 1,Incheon United,"Finesse Shot, Flair, Quick Step, Rapid",172.0,62.0
Nicolás Fernández,72,82,63,67,74,62,64,84,81,64,60,67,68,64,55,62,70,62,70,64,68,75,83,70,63,73,67,59,58,60,65,66,72,73,58,66,RM,3,4,Left,"LM, RW",24,Argentina,LALIGA HYPERMOTION,Elche CF,Technical,172.0,66.0
Álvaro Carreras,72,80,56,73,75,64,70,79,81,69,54,68,52,42,43,75,75,45,74,73,76,75,77,69,72,76,68,67,55,63,65,63,72,82,63,72,LB,4,3,Left,LM,21,Spain,Liga Portugal,SL Benfica,Long Ball Pass,186.0,78.0
Josan,72,82,68,67,74,66,47,81,82,70,73,70,56,59,64,59,68,55,74,62,66,75,78,78,70,72,62,66,65,61,72,68,62,65,34,53,RB,3,4,Right,RM,34,Spain,LALIGA HYPERMOTION,Elche CF,"Anticipate, Technical",175.0,68.0
Frederico Venâncio,72,57,33,50,56,71,69,60,54,25,30,53,22,32,40,49,34,28,64,56,30,46,54,54,73,65,72,73,71,72,70,68,81,32,83,75,CB,3,2,Right,None,31,Portugal,Liga Portugal,Santa Clara,"Aerial, Bruiser, Long Ball Pass, Long Throw",186.0,82.0
Kilian Fischer,72,85,38,64,68,67,70,83,87,55,35,44,38,30,37,59,68,37,72,63,49,68,70,71,67,70,58,70,56,66,69,65,76,73,69,65,RB,4,2,Right,"CM, RM",23,Germany,Bundesliga,VfL Wolfsburg,None,182.0,77.0
Ryan Flamingo,72,66,61,62,65,72,74,69,64,63,57,71,58,53,68,58,57,34,70,66,52,62,66,66,70,66,68,73,71,68,74,72,80,77,74,70,CB,4,3,Right,CDM,21,Holland,Eredivisie,PSV,"Aerial, Intercept, Long Ball Pass, Power Header",185.0,73.0
Alexis Flips,72,72,68,71,73,45,62,73,72,72,68,70,66,60,65,72,72,67,71,68,70,74,71,77,70,72,70,46,33,39,54,49,57,68,61,59,LM,3,3,Right,"CAM, RM, LW",24,France,1A Pro League,RSC Anderlecht,Whipped Pass,173.0,65.0
Malick Fofana,72,87,62,64,79,35,42,86,87,65,64,58,61,56,58,65,62,52,68,61,62,81,88,90,69,74,69,35,32,31,38,37,48,61,35,36,LW,4,3,Right,LM,19,Belgium,Ligue 1 McDonald's,OL,Technical,170.0,60.0
David Datro Fofana,72,83,70,60,75,25,73,87,79,73,72,73,65,65,68,57,60,50,67,50,62,76,79,71,70,73,70,17,65,22,22,17,86,67,78,63,ST,4,3,Right,None,21,Côte d'Ivoire,Premier League,Chelsea,"Flair, Technical",181.0,76.0
Yahia Fofana,72,74,69,69,74,41,71,40,43,4,5,52,6,6,11,30,11,10,15,24,11,7,35,29,68,12,22,10,14,11,11,14,68,26,77,25,GK,3,1,Right,None,24,Côte d'Ivoire,Ligue 1 McDonald's,Angers SCO,Cross Claimer,194.0,89.0
Jonas Föhrenbach,72,78,39,57,63,69,75,66,88,45,29,61,41,27,42,50,64,39,63,54,46,64,62,61,64,63,65,70,63,70,70,70,74,85,74,67,LB,2,2,Left,None,28,Germany,Bundesliga,Heidenheim,Long Throw,184.0,82.0
Nicolás Fonseca,72,68,63,72,68,68,72,67,68,64,59,70,67,57,60,74,65,60,75,73,70,67,59,67,70,73,66,68,57,67,71,68,68,78,69,72,CDM,2,2,Right,CM,25,Uruguay,Libertadores,River Plate,None,181.0,74.0
Lyle Foster,72,79,72,61,69,36,73,77,80,73,74,76,65,66,65,63,62,47,65,51,55,69,65,66,68,71,67,24,69,36,33,31,83,69,76,66,ST,3,3,Right,None,24,South Africa,EFL Championship,Burnley,Rapid,185.0,70.0
Ryan Fraser,72,76,68,69,75,48,59,84,69,72,68,71,66,60,69,71,74,68,69,60,77,74,86,90,68,72,74,45,30,48,56,45,58,59,55,70,LW,4,3,Right,LM,30,Scotland,Premier League,Southampton,Flair,163.0,70.0
Stefan Frei,72,72,68,67,74,33,74,33,33,12,17,50,12,14,20,59,15,15,32,32,10,18,41,58,63,26,50,15,12,12,20,12,60,25,67,43,GK,3,1,Right,None,38,United States,MLS,Sounders FC,"Far Throw, Footwork",191.0,88.0
Mads Frøkjær,72,63,66,70,74,48,64,65,62,69,66,69,65,59,60,75,62,56,75,69,63,74,70,75,71,74,75,45,48,42,54,49,61,66,66,56,CAM,2,4,Right,LM,25,Denmark,EFL Championship,Preston,"Flair, Incisive Pass, Technical",186.0,79.0
Dael Fry,72,63,29,56,59,73,72,57,67,29,25,40,25,26,36,58,54,22,64,56,35,57,35,62,73,65,70,74,73,75,72,72,78,67,77,66,CB,3,2,Right,None,27,England,EFL Championship,Middlesbrough,Aerial,191.0,72.0
Ramiro Funes Mori,72,57,50,67,64,71,76,53,60,49,40,73,56,25,52,63,69,63,70,71,46,62,59,52,70,68,75,71,75,70,70,71,78,67,79,80,CB,3,2,Left,None,33,Argentina,Libertadores,River Plate,"Power Header, Slide Tackle",187.0,79.0
Darnell Furlong,72,73,36,60,69,68,75,71,75,64,35,36,30,30,49,60,69,36,61,57,57,69,71,68,67,71,63,67,72,68,68,70,81,83,71,73,RB,3,3,Right,None,28,England,EFL Championship,West Brom,Long Throw+,183.0,76.0
Pedro Gallese,72,71,71,64,73,46,70,45,48,18,20,48,12,20,22,53,21,17,31,44,12,19,34,57,76,22,44,25,18,23,19,19,56,30,49,22,GK,3,1,Right,None,34,Peru,MLS,Orlando City,Footwork,188.0,79.0
Ignatius Ganago,72,80,71,61,74,34,65,79,80,71,71,79,69,60,66,56,62,56,67,54,59,74,77,79,67,74,70,45,65,39,17,14,81,56,75,49,ST,3,3,Right,LM,25,Cameroon,Ligue 1 McDonald's,FC Nantes,Rapid,176.0,78.0
Ulisses Garcia,72,79,47,65,68,65,74,78,80,57,45,53,51,28,34,58,73,31,70,61,70,71,74,71,65,65,52,63,56,65,68,72,78,79,76,64,LB,2,3,Left,None,28,Switzerland,Ligue 1 McDonald's,OM,"Rapid, Whipped Pass",182.0,73.0
Joaquín García,72,82,46,65,72,65,73,80,84,73,40,55,42,43,49,66,63,36,71,64,49,73,78,77,69,70,69,64,57,64,68,69,74,85,69,69,RB,3,3,Right,RM,23,Argentina,Primera División,Vélez Sarsfield,None,182.0,76.0
Luca Garritano,72,81,67,69,74,55,55,86,77,70,68,67,67,64,67,72,66,66,71,64,68,70,90,90,72,72,70,56,54,58,54,48,61,79,43,53,CAM,3,3,Right,"CM, LW",30,Italy,Serie BKT,Frosinone,Technical,172.0,67.0
Kialonda Gaspar,72,64,30,40,54,72,81,63,64,27,25,48,20,30,47,30,32,29,53,44,29,54,41,37,67,58,62,65,70,75,75,73,82,69,90,75,CB,2,2,Right,None,26,Angola,Serie A Enilive,Lecce,None,193.0,88.0
Jusuf Gazibegović,72,77,43,65,69,67,75,76,77,63,26,67,54,41,36,63,67,71,67,57,67,67,82,82,65,69,59,69,47,70,68,67,67,92,68,73,RB,4,3,Right,None,24,Bosnia and Herzegovina,Ö. Bundesliga,SK Sturm Graz,"Anticipate, Jockey, Relentless",174.0,67.0
César Gelabert,72,73,63,70,71,52,57,73,73,69,70,46,71,35,57,78,56,63,77,72,42,74,61,64,72,72,54,64,32,34,68,50,57,60,64,38,CM,4,3,Right,"LM, CAM",23,Spain,LALIGA HYPERMOTION,R. Sporting,None,182.0,73.0
Valère Germain,72,57,72,69,72,43,73,59,55,76,73,73,68,72,75,72,65,67,72,67,67,69,76,70,74,75,72,42,74,43,37,35,75,82,70,69,ST,4,3,Right,None,34,France,A-League,Macarthur FC,"Finesse Shot, First Touch, Tiki Taka",181.0,75.0
Lautaro Giannetti,72,65,34,53,55,72,76,63,66,30,31,49,29,27,39,57,35,28,65,59,33,47,49,56,66,65,66,73,68,72,74,72,78,68,81,74,CB,4,2,Right,None,30,Argentina,Serie A Enilive,Udinese,"Aerial, Intercept",185.0,80.0
