Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,num_alt_pos_att,num_alt_pos_cen,num_alt_pos_dif,ps_scoring,ps_scoring_plus,ps_passing,ps_passing_plus,ps_control,ps_control_plus,ps_defend,ps_defend_plus,ps_physical,ps_physical_plus,Primary_Position,Assigned_Cluster
Matteo Pessina,79,68,70,77,78,72,71,64,72,74,70,74,68,68,64,80,70,60,83,76,76,80,68,65,78,82,78,72,63,74,74,70,69,86,65,70,CM,2,3,Left,"187cm / 6'2""",77kg / 170lb,"CDM, CAM",27,Italy,Serie A Enilive,Monza,"Anticipate, Relentless",0,2,0,0,0,0,0,0,0,1,0,1,0,CM,10
Ethan Pinnock,79,67,36,56,61,81,83,65,69,39,31,52,31,33,44,58,42,37,64,65,40,60,48,53,77,64,71,80,78,81,82,79,86,77,86,81,CB,3,2,Left,"194cm / 6'4""",79kg / 174lb,,31,Jamaica,Premier League,Brentford,"Aerial, Anticipate, Long Ball Pass, Long Throw",0,0,0,0,0,1,0,0,0,1,0,1,0,CB,1
Yeremy Pino,79,76,73,76,79,38,46,77,76,79,79,68,69,67,54,76,77,60,78,74,73,81,79,79,74,80,60,29,46,31,48,41,52,70,32,48,LM,4,3,Right,"172cm / 5'8""",60kg / 132lb,"LW, RM",21,Spain,LALIGA EA SPORTS,Villarreal CF,Rapid,1,1,0,0,0,0,0,0,0,0,0,0,0,LM,0
Soufiane Rahimi,79,85,77,73,78,38,66,87,84,78,80,71,78,73,67,76,73,66,75,66,68,80,75,76,75,76,74,41,62,35,34,30,77,81,62,52,LM,4,4,Right,"181cm / 5'11""",79kg / 174lb,"LW, ST",28,Morocco,United Emirates League,Al Ain FC,"Power Shot, Quick Step, Rapid",2,0,0,1,0,0,0,0,0,0,0,1,0,LM,0
Gonçalo Ramos,79,76,77,64,77,47,81,77,75,85,81,82,67,74,60,63,58,45,72,63,64,76,77,75,81,78,75,44,80,43,47,34,89,85,79,78,ST,4,2,Right,"185cm / 6'1""",82kg / 181lb,,23,Portugal,Ligue 1 McDonald's,Paris SG,"Aerial, Finesse Shot, Power Header, Press Proven",0,0,0,2,0,0,0,1,0,0,0,1,0,ST,0
Antonee Robinson,79,88,46,71,77,74,77,87,89,71,44,46,43,45,45,63,79,39,74,73,80,80,79,71,75,74,67,80,63,73,76,74,82,81,73,83,LB,3,3,Left,"182cm / 6'0""",70kg / 154lb,,27,United States,Premier League,Fulham,"Jockey, Long Ball Pass, Rapid, Whipped Pass",0,0,0,0,0,1,0,0,0,1,0,0,0,LB,10
Kaku,79,81,72,81,80,52,64,82,80,73,73,70,75,64,74,84,79,74,81,79,80,79,86,83,74,81,73,42,30,65,53,55,60,70,59,72,CAM,3,4,Left,"171cm / 5'7""",67kg / 148lb,CM,29,Paraguay,United Emirates League,Al Ain FC,"Dead Ball, Finesse Shot, Flair, Incisive Pass",0,1,0,2,0,1,0,1,0,0,0,0,0,CAM,0
Oriol Romeu,79,40,54,68,67,79,81,46,35,64,45,78,50,52,54,74,46,53,79,75,57,65,53,56,76,74,75,81,73,79,80,79,76,75,83,84,CDM,3,2,Right,"183cm / 6'0""",83kg / 183lb,CM,32,Spain,LALIGA EA SPORTS,Girona FC,"Bruiser, Intercept",0,1,0,0,0,0,0,0,0,2,0,0,0,CDM,3
Valentin Rongier,79,65,65,75,78,75,78,68,63,65,59,74,68,66,65,75,65,69,80,77,74,76,74,88,78,79,81,80,53,76,80,72,71,82,77,77,CDM,4,3,Right,"172cm / 5'8""",67kg / 148lb,CM,29,France,Ligue 1 McDonald's,OM,"Incisive Pass, Press Proven, Relentless",0,1,0,0,0,1,0,1,0,0,0,1,0,CDM,10
Julian Ryerson,79,75,63,70,76,76,80,78,73,62,62,73,61,55,44,62,77,39,77,69,59,77,76,77,77,76,74,74,62,81,74,80,73,83,78,84,RB,4,2,Right,"183cm / 6'0""",82kg / 181lb,LB,26,Norway,Bundesliga,Borussia Dortmund,"Jockey, Relentless",0,0,1,0,0,0,0,0,0,1,0,1,0,RB,10
Pape Matar Sarr,79,70,65,75,78,76,75,72,68,74,65,69,67,54,50,77,72,49,81,78,60,79,75,72,79,79,79,80,58,76,79,74,73,83,71,76,CDM,3,2,Right,"184cm / 6'0""",70kg / 154lb,CM,22,Senegal,Premier League,Spurs,,0,1,0,0,0,0,0,0,0,0,0,0,0,CDM,10
Gianluca Scamacca,79,65,81,67,74,36,74,61,69,80,83,83,78,79,68,71,44,68,75,70,69,74,61,59,76,80,79,26,83,40,28,20,87,61,85,58,ST,3,3,Right,"195cm / 6'5""",85kg / 187lb,,25,Italy,Serie A Enilive,Bergamo Calcio,Power Header,0,0,0,1,0,0,0,0,0,0,0,0,0,ST,0
Perr Schuurs,79,69,64,74,69,81,74,61,76,44,57,85,70,52,57,70,69,71,78,77,68,68,62,34,75,75,77,82,75,80,83,80,79,73,76,70,CB,3,2,Right,"191cm / 6'3""",85kg / 187lb,,24,Holland,Serie A Enilive,Torino,Block,0,0,0,0,0,0,0,0,0,1,0,0,0,CB,10
Benjamin Šeško,79,85,78,63,77,46,78,79,89,80,82,81,72,74,61,61,56,56,72,57,63,77,74,69,71,79,76,39,81,45,42,35,93,78,83,62,ST,4,4,Right,"195cm / 6'5""",85kg / 187lb,,21,Slovenia,Bundesliga,RB Leipzig,"Acrobatic, Aerial, Flair, Power Shot, Technical",0,0,0,1,0,0,0,2,0,0,0,2,0,ST,0
Mário Rui,79,80,56,77,80,74,68,81,79,64,42,69,73,57,60,69,82,74,79,76,76,78,87,87,76,80,71,78,60,74,76,75,71,83,55,80,LB,3,3,Left,"170cm / 5'7""",67kg / 148lb,,33,Portugal,Serie A Enilive,SSC Napoli,Rapid,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,10
Wilfried Singo,79,77,57,70,73,77,83,70,83,66,55,72,51,50,46,64,73,40,75,70,67,74,66,60,79,74,75,75,77,74,80,78,87,78,85,84,CB,2,3,Right,"190cm / 6'3""",79kg / 174lb,RB,23,Côte d'Ivoire,Ligue 1 McDonald's,AS Monaco,"Power Header, Rapid",0,0,1,1,0,0,0,0,0,0,0,0,0,CB,10
Tomáš Souček,79,50,72,71,68,80,83,49,51,75,72,73,70,79,70,70,68,53,75,75,63,71,34,48,78,75,73,81,82,79,82,77,82,87,83,79,CDM,3,3,Right,"192cm / 6'4""",86kg / 190lb,CM,29,Czech Republic,Premier League,West Ham,Power Header,0,1,0,1,0,0,0,0,0,0,0,0,0,CDM,3
Leonardo Spinazzola,79,88,65,74,79,76,69,86,89,77,60,71,68,64,59,76,79,45,76,69,66,80,78,68,79,80,75,78,69,75,79,75,80,69,67,71,LM,4,4,Right,"186cm / 6'1""",75kg / 165lb,"LB, LW",31,Italy,Serie A Enilive,SSC Napoli,"Quick Step, Rapid, Whipped Pass",1,0,1,0,0,0,0,0,0,0,0,1,0,LM,10
António Silva,79,80,37,64,69,79,80,78,81,34,31,60,22,51,40,69,45,26,77,76,36,69,57,58,79,73,77,78,77,80,81,78,83,83,83,70,CB,2,2,Right,"187cm / 6'2""",82kg / 181lb,,20,Portugal,Liga Portugal,SL Benfica,"Block, Intercept, Long Ball Pass",0,0,0,0,0,1,0,0,0,2,0,0,0,CB,1
Martin Terrier,79,82,80,75,79,36,72,81,83,78,82,79,80,79,73,77,73,58,78,72,77,80,72,71,76,82,79,27,75,34,31,34,86,75,75,57,ST,3,3,Right,"184cm / 6'0""",71kg / 157lb,LM,27,France,Bundesliga,Leverkusen,"Aerial, Finesse Shot, Rapid",0,1,0,1,0,0,0,0,0,0,0,1,0,ST,0
Kieran Tierney,79,80,60,75,77,76,75,78,82,75,52,79,66,38,42,74,82,56,78,68,73,79,76,74,79,76,75,77,59,78,78,77,76,77,71,84,LB,3,3,Left,"180cm / 5'11""",73kg / 161lb,,27,Scotland,Premier League,Arsenal,"Jockey, Long Throw, Rapid",0,0,0,0,0,0,0,0,0,1,0,0,0,LB,10
Quinten Timber,79,77,76,75,79,75,81,86,70,77,74,81,80,65,60,78,66,58,80,77,71,79,80,82,80,80,75,76,65,75,77,75,86,78,82,82,CM,4,3,Right,"179cm / 5'10""",71kg / 157lb,"CAM, CDM",23,Holland,Eredivisie,Feyenoord,"Bruiser, Incisive Pass, Power Shot, Technical",0,2,0,1,0,1,0,1,0,1,0,0,0,CM,10
Jurriën Timber,79,78,47,67,76,80,78,78,78,66,41,58,46,41,42,64,60,31,79,70,44,75,73,74,78,77,85,82,68,83,82,76,84,74,82,72,CB,3,3,Right,"179cm / 5'10""",78kg / 172lb,,23,Holland,Premier League,Arsenal,"Intercept, Jockey",0,0,0,0,0,0,0,0,0,2,0,0,0,CB,10
Rafael Tolói,79,61,52,58,64,81,79,57,64,40,40,75,62,30,64,50,44,65,69,68,41,58,59,66,78,70,84,80,82,80,82,79,82,77,78,81,CB,3,2,Right,"185cm / 6'1""",75kg / 165lb,,33,Italy,Serie A Enilive,Bergamo Calcio,"Bruiser, Intercept, Jockey",0,0,0,0,0,0,0,0,0,3,0,0,0,CB,3
Edin Višća,79,82,78,76,81,47,63,84,81,78,77,80,77,74,77,79,78,68,76,71,77,79,87,91,74,80,81,51,45,55,40,40,66,81,58,52,RM,4,3,Right,"172cm / 5'8""",63kg / 139lb,RW,34,Bosnia and Herzegovina,Trendyol Süper Lig,Trabzonspor,"Dead Ball, First Touch, Rapid, Trivela, Whipped Pass",1,0,0,1,0,0,0,1,0,0,0,1,0,RM,0
Nikola Vlašić,79,75,76,76,82,58,72,77,73,76,74,80,80,71,66,78,71,72,80,74,70,83,77,88,77,83,77,65,65,54,62,37,76,75,68,75,CAM,5,3,Right,"179cm / 5'10""",79kg / 174lb,"RW, LW",26,Croatia,Serie A Enilive,Torino,"Anticipate, Technical",2,0,0,0,0,0,0,1,0,1,0,0,0,CAM,10
Aaron Wan-Bissaka,79,82,51,68,77,77,72,78,85,71,44,70,44,43,44,65,70,45,74,58,73,79,78,70,77,73,78,81,50,77,80,88,72,73,71,73,RB,2,3,Right,"183cm / 6'0""",72kg / 159lb,,26,England,Premier League,West Ham,"Slide Tackle+, Anticipate, Block, Rapid",0,0,0,0,0,0,0,0,0,2,1,0,0,RB,10
James Ward-Prowse,79,57,73,86,75,66,72,61,53,66,72,81,75,52,79,82,90,94,84,83,92,72,72,76,73,80,78,65,59,64,71,63,65,92,62,75,CM,3,3,Right,"173cm / 5'8""",66kg / 146lb,"CDM, CAM",29,England,Premier League,Nott'm Forest,"Dead Ball+, Incisive Pass, Pinged Pass, Whipped Pass",0,2,0,0,1,2,0,0,0,0,0,0,0,CM,10
Julian Weigl,79,54,64,76,75,74,73,65,45,67,65,68,61,57,57,75,59,46,86,85,73,75,74,64,78,77,78,74,65,75,78,64,71,80,68,76,CDM,3,3,Right,"186cm / 6'1""",77kg / 170lb,CM,29,Germany,Bundesliga,M'gladbach,"Long Ball Pass, Pinged Pass, Press Proven, Slide Tackle, Tiki Taka, Trivela",0,1,0,0,0,3,0,1,0,1,0,1,0,CDM,10
Yoane Wissa,79,85,79,70,79,29,71,83,87,79,81,76,76,80,79,72,72,54,76,61,57,80,83,73,76,80,74,31,66,25,24,19,78,78,68,67,LW,3,3,Right,"176cm / 5'9""",74kg / 163lb,"ST, LM",28,Congo DR,Premier League,Brentford,"Acrobatic, Rapid",1,1,0,0,0,0,0,0,0,0,0,1,0,LW,0
Denis Zakaria,79,80,67,72,76,78,84,72,86,65,64,80,69,46,48,72,68,46,79,74,63,78,67,62,78,77,82,77,67,80,81,78,83,76,87,87,CDM,3,3,Right,"190cm / 6'3""",81kg / 179lb,CM,27,Switzerland,Ligue 1 McDonald's,AS Monaco,Anticipate,0,1,0,0,0,0,0,0,0,1,0,0,0,CDM,10
Davide Zappacosta,79,76,68,74,75,76,70,77,75,74,60,78,74,69,59,68,83,59,77,69,76,77,69,67,73,75,73,77,69,75,77,78,75,79,63,75,LB,3,3,Right,"182cm / 6'0""",75kg / 165lb,"LM, RM",32,Italy,Serie A Enilive,Bergamo Calcio,,0,2,0,0,0,0,0,0,0,0,0,0,0,LB,10
Edon Zhegrova,79,85,71,76,82,25,62,92,79,75,69,78,75,62,51,76,78,74,76,70,80,84,90,79,75,80,76,20,36,32,21,18,66,69,61,54,RM,2,4,Left,"181cm / 5'11""",66kg / 146lb,RW,25,Kosovo,Ligue 1 McDonald's,LOSC Lille,"Finesse Shot, First Touch, Flair, Technical, Trivela, Whipped Pass",1,0,0,1,0,0,0,3,0,0,0,1,0,RM,0
Oleksandr Zinchenko,79,66,66,83,82,76,69,73,61,77,58,78,73,61,58,82,83,76,84,82,83,82,79,79,79,83,78,78,70,75,78,77,74,77,63,74,LB,3,3,Left,"175cm / 5'9""",64kg / 141lb,,27,Ukraine,Premier League,Arsenal,"Flair, Pinged Pass",0,0,0,0,0,1,0,1,0,0,0,0,0,LB,10
Joshua Zirkzee,79,73,77,72,83,37,73,74,73,82,79,76,75,75,77,79,58,66,79,68,68,84,84,61,78,86,83,28,73,40,30,28,85,69,82,51,ST,3,4,Right,"193cm / 6'4""",89kg / 196lb,,23,Holland,Premier League,Man Utd,"First Touch, Flair, Incisive Pass, Technical",0,0,0,0,0,1,0,3,0,0,0,0,0,ST,0
Carlos Augusto,79,81,72,77,80,75,80,80,81,78,68,79,77,73,52,76,79,74,78,74,77,80,79,76,76,81,77,75,72,75,76,76,86,84,78,78,LM,2,3,Left,"184cm / 6'0""",75kg / 165lb,"LB, LW",25,Brazil,Serie A Enilive,Lombardia FC,Relentless,1,0,1,0,0,0,0,0,0,0,0,1,0,LM,10
Saud Abdulhamid,78,92,46,67,72,71,77,91,92,75,41,53,45,35,48,59,75,43,71,67,62,74,82,87,72,66,64,74,61,69,76,70,73,94,70,75,RB,3,3,Right,"175cm / 5'9""",70kg / 154lb,,25,Saudi Arabia,Serie A Enilive,AS Roma,"Long Throw+, Quick Step, Rapid, Relentless",0,0,0,0,0,0,0,0,0,0,0,2,0,RB,10
Tammy Abraham,78,78,76,65,75,36,77,75,81,79,77,80,68,80,79,76,53,55,74,53,55,77,61,53,80,78,80,25,81,40,29,20,92,66,85,68,ST,3,3,Right,"195cm / 6'5""",86kg / 190lb,,26,England,Serie A Enilive,Milano FC,,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,0
Tosin Adarabioyo,78,72,35,63,63,78,78,66,77,30,32,50,30,30,37,60,43,33,77,80,45,58,42,44,76,77,77,77,76,78,81,77,85,68,82,78,CB,3,2,Right,"196cm / 6'5""",80kg / 176lb,,26,England,Premier League,Chelsea,"Aerial, Long Ball Pass",0,0,0,0,0,1,0,0,0,0,0,1,0,CB,1
Amine Adli,78,83,76,69,82,42,74,87,80,78,79,79,72,67,68,71,66,52,75,63,73,83,86,83,76,82,71,30,74,44,38,35,92,79,70,73,ST,3,4,Left,"174cm / 5'9""",72kg / 159lb,"LM, CAM",24,Morocco,Bundesliga,Leverkusen,"Flair, Technical",0,2,0,0,0,0,0,2,0,0,0,0,0,ST,0
Joseph Aidoo,78,75,27,47,50,77,88,69,79,25,18,50,23,21,31,23,34,28,72,50,24,35,68,68,73,58,63,81,77,74,78,76,89,81,91,87,CB,3,2,Right,"181cm / 5'11""",80kg / 176lb,,28,Ghana,LALIGA EA SPORTS,RC Celta,Bruiser,0,0,0,0,0,0,0,0,0,1,0,0,0,CB,1
Miguel Almirón,78,87,75,73,80,57,65,89,86,77,75,78,72,75,69,74,73,66,75,67,78,81,86,69,77,79,75,59,43,62,59,49,62,88,52,69,RW,1,4,Left,"174cm / 5'9""",70kg / 154lb,RM,30,Paraguay,Premier League,Newcastle Utd,"Finesse Shot, Quick Step, Rapid, Relentless",0,1,0,1,0,0,0,0,0,0,0,2,0,RW,0
Nadiem Amiri,78,67,74,80,82,60,69,76,59,81,71,81,76,70,65,82,79,76,80,77,80,83,81,79,78,81,81,68,42,66,59,42,65,72,69,68,CM,3,4,Right,"180cm / 5'11""",75kg / 165lb,CAM,27,Germany,Bundesliga,1. FSV Mainz 05,"Dead Ball, Finesse Shot, Pinged Pass, Technical, Trivela",0,1,0,2,0,1,0,1,0,0,0,1,0,CM,10
Sofyan Amrabat,78,65,69,73,75,74,80,62,67,66,66,74,73,68,57,74,63,65,79,77,72,74,62,80,74,79,75,74,61,74,77,74,73,79,78,86,CDM,2,3,Right,"183cm / 6'0""",77kg / 170lb,CM,28,Morocco,Trendyol Süper Lig,Fenerbahçe,"Press Proven, Slide Tackle",0,1,0,0,0,0,0,1,0,1,0,0,0,CDM,10
Michail Antonio,78,77,74,72,76,54,82,74,79,78,75,78,68,70,75,73,74,60,74,72,66,78,65,74,81,76,72,45,84,48,56,53,93,70,86,84,ST,3,4,Right,"180cm / 5'11""",82kg / 181lb,,34,Jamaica,Premier League,West Ham,"Long Throw, Power Header, Rapid",0,0,0,1,0,0,0,0,0,0,0,0,0,ST,10
Mauro Arambarri,78,60,65,72,74,78,78,68,54,60,55,82,76,61,50,72,63,70,76,74,75,74,69,75,76,76,70,77,62,81,80,79,75,78,77,82,CDM,3,3,Right,"175cm / 5'9""",74kg / 163lb,CM,28,Uruguay,LALIGA EA SPORTS,Getafe CF,Long Ball Pass,0,1,0,0,0,1,0,0,0,0,0,0,0,CDM,10
Cristian Arango,78,75,79,71,77,36,74,77,74,80,82,78,76,68,70,78,50,69,78,70,73,77,75,68,78,79,80,23,77,44,28,16,88,74,76,64,ST,3,3,Right,"178cm / 5'10""",78kg / 172lb,CAM,29,Colombia,MLS,Real Salt Lake,Technical,0,1,0,0,0,0,0,1,0,0,0,0,0,ST,0
Benoît Badiashile,78,62,47,67,60,78,77,55,67,42,42,65,43,36,45,67,50,43,77,77,55,57,50,45,76,67,72,77,77,77,81,77,82,65,83,75,CB,3,2,Left,"194cm / 6'4""",75kg / 165lb,,23,France,Premier League,Chelsea,"Bruiser, Long Ball Pass",0,0,0,0,0,1,0,0,0,1,0,0,0,CB,3
Antonín Barák,78,69,77,79,79,65,73,70,68,79,76,82,78,72,70,78,77,72,81,79,77,80,72,69,77,83,80,64,68,61,67,65,76,80,73,64,CM,3,4,Left,"190cm / 6'3""",86kg / 190lb,CAM,29,Czech Republic,Serie A Enilive,Fiorentina,"Flair, Technical",0,1,0,0,0,0,0,2,0,0,0,0,0,CM,10
Ricardo Pereira,78,73,66,76,77,77,71,76,71,77,64,72,64,59,61,76,79,52,78,75,77,76,76,78,78,78,81,76,69,78,79,78,77,68,69,79,RB,4,3,Right,"175cm / 5'9""",70kg / 154lb,,30,Portugal,Premier League,Leicester City,,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,10
Melvin Bard,78,78,52,69,74,75,76,77,79,69,45,70,52,40,45,64,75,33,74,68,70,73,73,80,75,75,70,76,59,76,78,75,76,80,74,77,LB,3,3,Left,"173cm / 5'8""",65kg / 143lb,LM,23,France,Ligue 1 McDonald's,OGC Nice,"Long Throw, Slide Tackle, Whipped Pass",0,1,0,0,0,0,0,0,0,1,0,0,0,LB,10
Ross Barkley,78,53,75,78,77,63,74,54,53,76,73,83,79,62,65,80,71,73,81,80,69,79,65,61,79,80,81,59,68,60,68,63,72,74,76,71,CM,5,4,Right,"186cm / 6'1""",76kg / 168lb,CAM,30,England,Premier League,Aston Villa,,0,1,0,0,0,0,0,0,0,0,0,0,0,CM,10
Marc Bartra,78,68,61,71,72,78,75,68,68,61,55,73,68,43,52,74,57,51,78,77,66,69,67,70,81,75,75,79,78,77,79,80,84,67,77,76,CB,3,3,Right,"184cm / 6'0""",73kg / 161lb,,33,Spain,LALIGA EA SPORTS,Real Betis,"Aerial, Intercept, Slide Tackle",0,0,0,0,0,0,0,0,0,2,0,1,0,CB,10
Maximilian Beier,78,89,79,65,79,26,60,88,89,81,82,80,76,72,65,67,57,51,72,59,65,80,83,77,79,79,70,22,67,22,21,17,74,83,52,49,ST,3,4,Right,"185cm / 6'1""",72kg / 159lb,LW,21,Germany,Bundesliga,Borussia Dortmund,"Finesse Shot, Quick Step, Rapid",1,0,0,1,0,0,0,0,0,0,0,1,0,ST,0
Andrea Belotti,78,69,77,58,75,38,80,66,71,84,79,80,67,79,74,61,42,56,68,48,64,75,72,77,79,75,81,31,84,44,23,32,88,72,81,83,ST,4,2,Right,"181cm / 5'11""",84kg / 185lb,,30,Italy,Serie A Enilive,Como,Power Header,0,0,0,1,0,0,0,0,0,0,0,0,0,ST,0
Fran Beltrán,78,58,56,77,75,76,66,61,56,63,53,61,60,55,49,78,72,55,83,81,54,74,77,79,74,76,66,75,60,77,80,81,66,67,63,70,CDM,3,3,Right,"165cm / 5'5""",64kg / 141lb,CM,25,Spain,LALIGA EA SPORTS,RC Celta,"Intercept, Long Ball Pass, Tiki Taka",0,1,0,0,0,2,0,0,0,1,0,0,0,CDM,10
Saïd Benrahma,78,73,75,75,82,40,57,78,69,76,72,85,76,64,75,78,74,69,77,68,73,83,85,83,75,82,76,40,47,45,35,36,61,70,53,52,LW,4,4,Right,"172cm / 5'8""",67kg / 148lb,LM,29,Algeria,Ligue 1 McDonald's,OL,"Finesse Shot, Flair, Technical, Trivela",0,1,0,1,0,0,0,2,0,0,0,1,0,LW,0
Ramy Bensebaini,78,75,70,70,75,78,77,71,79,66,72,70,65,57,85,63,73,62,75,68,67,78,67,67,76,75,75,75,77,72,85,80,86,71,78,80,LB,4,3,Left,"187cm / 6'2""",82kg / 181lb,CB,29,Algeria,Bundesliga,Borussia Dortmund,"Bruiser, Slide Tackle",0,0,1,0,0,0,0,0,0,2,0,0,0,LB,10
Nabil Bentaleb,78,52,72,77,79,71,75,55,50,65,65,83,78,68,83,81,65,71,83,79,70,80,70,69,76,82,80,73,57,72,74,67,69,74,76,77,CDM,2,4,Left,"187cm / 6'2""",78kg / 172lb,CM,29,Algeria,Ligue 1 McDonald's,LOSC Lille,"Dead Ball, Flair, Long Ball Pass, Pinged Pass, Power Shot, Technical, Trivela",0,1,0,2,0,2,0,2,0,0,0,1,0,CDM,10
Mergim Berisha,78,71,79,72,75,37,72,73,69,81,80,83,75,77,76,73,69,77,75,65,80,75,69,66,78,78,75,32,73,38,32,26,83,66,76,67,ST,3,3,Right,"188cm / 6'2""",84kg / 185lb,,26,Germany,Bundesliga,TSG Hoffenheim,Finesse Shot,0,0,0,1,0,0,0,0,0,0,0,0,0,ST,0
Jan-Niklas Beste,78,78,72,79,76,60,64,80,76,70,74,77,74,42,58,75,88,88,75,75,88,77,82,81,67,75,70,62,41,62,61,61,60,86,55,62,LM,3,3,Left,"175cm / 5'9""",66kg / 146lb,"RM, LB, LW",25,Germany,Liga Portugal,SL Benfica,"Dead Ball+, Block, Finesse Shot, Whipped Pass",1,1,1,1,1,0,0,0,0,1,0,0,0,LM,0
Veljko Birmančević,78,78,73,74,81,38,59,81,76,74,76,70,74,65,63,76,75,68,76,70,71,81,88,78,77,79,80,39,47,36,35,38,65,76,57,41,RW,4,4,Right,"179cm / 5'10""",69kg / 152lb,"LW, RM",26,Serbia,Česká Liga,Sparta Praha,"Finesse Shot, Technical",1,1,0,1,0,0,0,1,0,0,0,0,0,RW,0
Olivier Boscagli,78,67,50,75,76,80,75,69,65,62,33,73,69,29,41,76,72,56,80,83,52,74,72,71,78,81,79,80,77,81,79,78,82,76,75,73,CB,4,3,Left,"181cm / 5'11""",68kg / 150lb,,26,France,Eredivisie,PSV,"Intercept, Long Ball Pass",0,0,0,0,0,1,0,0,0,1,0,0,0,CB,10
Lilian Brassier,78,69,37,65,69,79,75,66,71,53,32,56,28,27,45,61,61,40,74,63,55,68,60,56,76,74,71,76,77,79,82,78,83,71,78,71,CB,2,2,Left,"186cm / 6'1""",78kg / 172lb,,24,France,Ligue 1 McDonald's,OM,"Block, Long Ball Pass",0,0,0,0,0,1,0,0,0,1,0,0,0,CB,1
Ante Budimir,78,59,79,52,74,35,77,54,63,82,84,77,71,72,73,39,50,62,66,41,44,79,53,33,75,81,72,24,87,29,35,27,86,63,83,77,ST,4,3,Left,"190cm / 6'3""",75kg / 165lb,,33,Croatia,LALIGA EA SPORTS,CA Osasuna,"Aerial, Power Header",0,0,0,1,0,0,0,0,0,0,0,1,0,ST,7
Emiliano Buendía,78,69,74,80,82,66,66,74,65,75,74,77,73,68,62,83,78,74,82,78,81,83,80,89,74,83,77,60,75,67,68,61,78,54,63,83,RM,4,4,Right,"172cm / 5'8""",72kg / 159lb,"CAM, RW",27,Argentina,Premier League,Aston Villa,"Flair, Incisive Pass, Slide Tackle, Technical",1,1,0,0,0,1,0,2,0,1,0,0,0,RM,10
Dan Burn,78,42,36,67,63,77,84,34,49,59,25,60,29,22,48,60,68,46,75,67,48,68,32,30,76,67,73,75,78,78,78,77,70,76,89,85,CB,3,2,Left,"198cm / 6'6""",87kg / 192lb,LB,32,England,Premier League,Newcastle Utd,Aerial,0,0,1,0,0,0,0,0,0,0,0,1,0,CB,3
Nélson Semedo,78,80,56,69,78,74,73,79,80,70,49,73,57,42,38,64,75,34,76,67,63,77,80,76,76,79,76,76,58,73,79,76,74,78,69,78,RB,3,4,Right,"177cm / 5'10""",69kg / 152lb,,30,Portugal,Premier League,Wolves,Rapid,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,10
Riccardo Calafiori,78,69,65,70,72,78,77,68,69,67,60,75,70,57,50,60,74,65,76,67,72,69,69,69,78,77,70,81,75,76,80,79,82,73,78,76,CB,4,3,Left,"188cm / 6'2""",86kg / 190lb,LB,22,Italy,Premier League,Arsenal,Intercept,0,0,1,0,0,0,0,0,0,1,0,0,0,CB,10
Maxence Caqueret,78,75,62,75,79,75,73,77,74,69,60,63,63,53,70,77,67,69,79,81,66,77,86,85,79,78,79,80,48,77,80,71,66,90,61,81,CM,3,3,Right,"174cm / 5'9""",63kg / 139lb,CDM,24,France,Ligue 1 McDonald's,OL,"Incisive Pass, Pinged Pass, Press Proven, Relentless",0,1,0,0,0,2,0,1,0,0,0,1,0,CM,10
Daniel Podence,78,84,66,71,84,33,49,89,79,76,70,68,57,56,63,77,69,42,73,68,73,85,92,94,76,80,76,21,42,42,30,29,52,73,30,67,LM,4,4,Right,"165cm / 5'5""",60kg / 132lb,"ST, CAM, LW",28,Portugal,ROSHN Saudi League,Al Shabab,"Flair, Quick Step, Technical, Trickster",2,1,0,0,0,0,0,3,0,0,0,1,0,LM,0
Trevoh Chalobah,78,67,50,67,67,78,78,64,70,50,43,63,55,47,45,66,55,44,76,75,53,63,51,57,76,76,73,78,76,78,80,78,84,70,83,75,CB,3,3,Right,"192cm / 6'4""",75kg / 165lb,RB,25,England,Premier League,Crystal Palace,"Intercept, Slide Tackle",0,0,1,0,0,0,0,0,0,2,0,0,0,CB,10
Andrea Colpani,78,76,76,78,78,65,70,73,79,77,76,78,75,75,70,76,74,76,81,77,79,80,73,66,76,81,75,62,67,62,69,69,75,79,69,58,CAM,3,3,Left,"184cm / 6'0""",75kg / 165lb,RM,25,Italy,Serie A Enilive,Fiorentina,,0,1,0,0,0,0,0,0,0,0,0,0,0,CAM,10
Murillo,78,72,43,61,67,78,82,74,71,40,33,70,41,35,52,49,53,56,69,71,52,66,63,62,76,69,76,77,75,78,79,78,82,67,90,79,CB,3,2,Left,"180cm / 5'11""",75kg / 165lb,,22,Brazil,Premier League,Nott'm Forest,"Bruiser, Long Ball Pass",0,0,0,0,0,1,0,0,0,1,0,0,0,CB,1
